word,manmade,shoebox,nletters,freq,nsyllables,concreteness,old_new,study_judgment,cue_condition,study_phase,cue_color,box_color,show_cue,show_nocue
HELMET,Y,N,6,1,2,602,old,manmade,informed,informed1,cyan,white,1,0
MAGAZINE,Y,Y,8,39,3,588,old,manmade,informed,informed1,cyan,white,1,0
LIME,N,Y,4,13,1,590,old,manmade,informed,informed1,cyan,white,1,0
VASE,Y,N,4,4,1,595,old,manmade,informed,informed1,cyan,white,1,0
DECK,Y,N,4,23,1,566,old,manmade,informed,informed1,cyan,white,1,0
DRAIN,Y,Y,5,18,1,591,old,manmade,informed,informed1,cyan,white,1,0
FOREARM,N,Y,7,3,2,608,old,manmade,informed,informed1,cyan,white,1,0
CARRIAGE,Y,N,8,11,2,576,old,manmade,informed,informed1,cyan,white,1,0
JACKET,Y,N,6,33,2,635,old,manmade,informed,informed1,cyan,white,1,0
FISH,N,Y,4,35,1,597,old,manmade,informed,informed1,cyan,white,1,0
CANOE,y,n,5,7,2,623,old,manmade,informed,informed1,cyan,white,1,0
PALM,N,Y,4,22,1,596,old,manmade,informed,informed1,cyan,white,1,0
PONY,N,N,4,10,2,611,old,manmade,informed,informed1,cyan,white,1,0
TENNIS,Y,N,6,15,2,574,old,manmade,informed,informed1,cyan,white,1,0
CAGE,Y,N,4,9,1,593,old,manmade,informed,informed1,cyan,white,1,0
BLOUSE,Y,Y,6,1,1,640,old,manmade,informed,informed1,cyan,white,1,0
CABLE,Y,Y,5,7,2,544,old,manmade,informed,informed1,cyan,white,1,0
BASKET,y,n,6,17,2,606,old,manmade,informed,informed1,cyan,white,1,0
CROW,N,Y,4,2,1,590,old,manmade,informed,informed1,cyan,white,1,0
BREEZE,N,N,6,14,1,500,old,manmade,informed,informed1,cyan,white,1,0
DIME,Y,Y,4,4,1,582,old,manmade,informed,informed1,cyan,white,1,0
CEREAL,Y,Y,6,17,2,637,old,manmade,informed,informed1,cyan,white,1,0
POND,N,N,4,25,1,623,old,manmade,informed,informed1,cyan,white,1,0
COIN,Y,Y,4,10,1,581,old,manmade,informed,informed1,cyan,white,1,0
PYRAMID,Y,N,7,2,3,615,old,manmade,informed,informed1,cyan,white,1,0
FOOTBALL,Y,Y,8,36,2,584,old,shoebox,informed,informed1,red,white,1,0
BRACELET,Y,Y,8,1,2,602,old,shoebox,informed,informed1,red,white,1,0
ARMOR,y,n,5,4,2,544,old,shoebox,informed,informed1,red,white,1,0
LEMON,N,Y,5,18,2,608,old,shoebox,informed,informed1,red,white,1,0
RACQUET,y,n,7,1,2,513,old,shoebox,informed,informed1,red,white,1,0
SPARK,N,Y,5,12,1,526,old,shoebox,informed,informed1,red,white,1,0
DAWN,N,N,4,28,1,501,old,shoebox,informed,informed1,red,white,1,0
SPRUCE,N,N,6,5,1,568,old,shoebox,informed,informed1,red,white,1,0
GALLERY,Y,N,7,31,3,569,old,shoebox,informed,informed1,red,white,1,0
SEAL,N,N,4,17,1,587,old,shoebox,informed,informed1,red,white,1,0
SHED,Y,N,4,11,1,611,old,shoebox,informed,informed1,red,white,1,0
ALGAE,n,y,5,7,2,545,old,shoebox,informed,informed1,red,white,1,0
PAINT,Y,Y,5,37,1,577,old,shoebox,informed,informed1,red,white,1,0
PLANET,n,n,6,21,2,523,old,shoebox,informed,informed1,red,white,1,0
SOFA,Y,N,4,6,2,629,old,shoebox,informed,informed1,red,white,1,0
WHEAT,N,Y,5,9,1,594,old,shoebox,informed,informed1,red,white,1,0
